FID1	IID1	FID2	IID2	Z0	Z1	Z2	PI_HAT	RELATIONSHIP_CATEGORY
MG1377	MG1377	MG1438	MG1438	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1377	MG1377	MG1439	MG1439	0.8411	0.0000	0.1589	0.1589	Third_degree
MG1377	MG1377	MG1440	MG1440	0.8427	0.0000	0.1573	0.1573	Third_degree
MG1377	MG1377	MG1441	MG1441	0.8393	0.0000	0.1607	0.1607	Third_degree
MG1377	MG1377	MG1442	MG1442	0.8417	0.0000	0.1583	0.1583	Third_degree
MG1377	MG1377	MG1443	MG1443	0.8590	0.0000	0.1410	0.1410	Third_degree
MG1377	MG1377	MG1444	MG1444	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1377	MG1377	MG1445	MG1445	0.8358	0.0000	0.1642	0.1642	Third_degree
MG1377	MG1377	MG1446	MG1446	0.8421	0.0000	0.1579	0.1579	Third_degree
MG1377	MG1377	MG1447	MG1447	0.8361	0.0000	0.1639	0.1639	Third_degree
MG1377	MG1377	MG1448	MG1448	0.8437	0.0000	0.1563	0.1563	Third_degree
MG1377	MG1377	MG1449	MG1449	0.8383	0.0000	0.1617	0.1617	Third_degree
MG1377	MG1377	MG1450	MG1450	0.8454	0.0000	0.1546	0.1546	Third_degree
MG1377	MG1377	MG1451	MG1451	0.8446	0.0000	0.1554	0.1554	Third_degree
MG1377	MG1377	MG1452	MG1452	0.8402	0.0000	0.1598	0.1598	Third_degree
MG1377	MG1377	MG1453	MG1453	0.8407	0.0000	0.1593	0.1593	Third_degree
MG1377	MG1377	MG1454	MG1454	0.8452	0.0000	0.1548	0.1548	Third_degree
MG1377	MG1377	MG1455	MG1455	0.8419	0.0000	0.1581	0.1581	Third_degree
MG1377	MG1377	MG1456	MG1456	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1377	MG1377	MG1457	MG1457	0.8439	0.0000	0.1561	0.1561	Third_degree
MG1377	MG1377	MG1458	MG1458	0.8432	0.0000	0.1568	0.1568	Third_degree
MG1377	MG1377	MG1459	MG1459	0.8400	0.0000	0.1600	0.1600	Third_degree
MG1377	MG1377	MG1460	MG1460	0.8430	0.0000	0.1570	0.1570	Third_degree
MG1377	MG1377	MG1461	MG1461	0.8386	0.0000	0.1614	0.1614	Third_degree
MG1378	MG1378	MG1379	MG1379	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1378	MG1378	MG1380	MG1380	0.8387	0.0000	0.1613	0.1613	Third_degree
MG1378	MG1378	MG1381	MG1381	0.8455	0.0000	0.1545	0.1545	Third_degree
MG1378	MG1378	MG1382	MG1382	0.8455	0.0000	0.1545	0.1545	Third_degree
MG1378	MG1378	MG1383	MG1383	0.8446	0.0000	0.1554	0.1554	Third_degree
MG1378	MG1378	MG1384	MG1384	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1378	MG1378	MG1385	MG1385	0.8378	0.0000	0.1622	0.1622	Third_degree
MG1378	MG1378	MG1388	MG1388	0.8429	0.0000	0.1571	0.1571	Third_degree
MG1378	MG1378	MG1389	MG1389	0.8425	0.0000	0.1575	0.1575	Third_degree
MG1378	MG1378	MG1390	MG1390	0.8436	0.0000	0.1564	0.1564	Third_degree
MG1378	MG1378	MG1391	MG1391	0.8446	0.0000	0.1554	0.1554	Third_degree
MG1378	MG1378	MG1392	MG1392	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1378	MG1378	MG1393	MG1393	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1378	MG1378	MG1394	MG1394	0.8645	0.0000	0.1355	0.1355	Third_degree
MG1378	MG1378	MG1395	MG1395	0.8445	0.0000	0.1555	0.1555	Third_degree
MG1378	MG1378	MG1396	MG1396	0.8621	0.0000	0.1379	0.1379	Third_degree
MG1378	MG1378	MG1397	MG1397	0.8444	0.0000	0.1556	0.1556	Third_degree
MG1378	MG1378	MG1398	MG1398	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1378	MG1378	MG1399	MG1399	0.8403	0.0000	0.1597	0.1597	Third_degree
MG1378	MG1378	MG1401	MG1401	0.8423	0.0000	0.1577	0.1577	Third_degree
MG1378	MG1378	MG1402	MG1402	0.8421	0.0000	0.1579	0.1579	Third_degree
MG1378	MG1378	MG1403	MG1403	0.8451	0.0000	0.1549	0.1549	Third_degree
MG1378	MG1378	MG1404	MG1404	0.8479	0.0000	0.1521	0.1521	Third_degree
MG1378	MG1378	MG1405	MG1405	0.8463	0.0000	0.1537	0.1537	Third_degree
MG1378	MG1378	MG1406	MG1406	0.8508	0.0000	0.1492	0.1492	Third_degree
MG1378	MG1378	MG1407	MG1407	0.8418	0.0000	0.1582	0.1582	Third_degree
MG1378	MG1378	MG1408	MG1408	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1378	MG1378	MG1409	MG1409	0.8418	0.0000	0.1582	0.1582	Third_degree
MG1378	MG1378	MG1410	MG1410	0.8436	0.0000	0.1564	0.1564	Third_degree
MG1378	MG1378	MG1411	MG1411	0.8409	0.0000	0.1591	0.1591	Third_degree
MG1378	MG1378	MG1412	MG1412	0.8413	0.0000	0.1587	0.1587	Third_degree
MG1378	MG1378	MG1413	MG1413	0.8480	0.0000	0.1520	0.1520	Third_degree
MG1378	MG1378	MG1414	MG1414	0.8481	0.0000	0.1519	0.1519	Third_degree
MG1378	MG1378	MG1415	MG1415	0.8344	0.0000	0.1656	0.1656	Third_degree
MG1378	MG1378	MG1416	MG1416	0.8636	0.0000	0.1364	0.1364	Third_degree
MG1378	MG1378	MG1417	MG1417	0.8476	0.0000	0.1524	0.1524	Third_degree
MG1378	MG1378	MG1418	MG1418	0.8471	0.0000	0.1529	0.1529	Third_degree
MG1378	MG1378	MG1419	MG1419	0.8478	0.0000	0.1522	0.1522	Third_degree
MG1378	MG1378	MG1420	MG1420	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1378	MG1378	MG1421	MG1421	0.8447	0.0000	0.1553	0.1553	Third_degree
MG1378	MG1378	MG1422	MG1422	0.8444	0.0000	0.1556	0.1556	Third_degree
MG1378	MG1378	MG1423	MG1423	0.8438	0.0000	0.1562	0.1562	Third_degree
MG1378	MG1378	MG1424	MG1424	0.8417	0.0000	0.1583	0.1583	Third_degree
MG1378	MG1378	MG1425	MG1425	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1378	MG1378	MG1426	MG1426	0.8432	0.0000	0.1568	0.1568	Third_degree
MG1378	MG1378	MG1427	MG1427	0.8446	0.0000	0.1554	0.1554	Third_degree
MG1378	MG1378	MG1428	MG1428	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1378	MG1378	MG1429	MG1429	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1378	MG1378	MG1430	MG1430	0.8481	0.0000	0.1519	0.1519	Third_degree
MG1378	MG1378	MG1431	MG1431	0.8486	0.0000	0.1514	0.1514	Third_degree
MG1378	MG1378	MG1432	MG1432	0.8409	0.0000	0.1591	0.1591	Third_degree
MG1378	MG1378	MG1433	MG1433	0.8479	0.0000	0.1521	0.1521	Third_degree
MG1378	MG1378	MG1434	MG1434	0.8529	0.0000	0.1471	0.1471	Third_degree
MG1378	MG1378	MG1435	MG1435	0.8439	0.0000	0.1561	0.1561	Third_degree
MG1378	MG1378	MG1436	MG1436	0.8436	0.0000	0.1564	0.1564	Third_degree
MG1378	MG1378	MG1437	MG1437	0.8454	0.0000	0.1546	0.1546	Third_degree
MG1378	MG1378	MG1438	MG1438	0.8403	0.0000	0.1597	0.1597	Third_degree
MG1378	MG1378	MG1439	MG1439	0.8454	0.0000	0.1546	0.1546	Third_degree
MG1378	MG1378	MG1440	MG1440	0.8488	0.0000	0.1512	0.1512	Third_degree
MG1378	MG1378	MG1441	MG1441	0.8416	0.0000	0.1584	0.1584	Third_degree
MG1378	MG1378	MG1442	MG1442	0.8468	0.0000	0.1532	0.1532	Third_degree
MG1378	MG1378	MG1443	MG1443	0.8646	0.0000	0.1354	0.1354	Third_degree
MG1378	MG1378	MG1444	MG1444	0.8467	0.0000	0.1533	0.1533	Third_degree
MG1378	MG1378	MG1445	MG1445	0.8466	0.0000	0.1534	0.1534	Third_degree
MG1378	MG1378	MG1446	MG1446	0.8445	0.0000	0.1555	0.1555	Third_degree
MG1378	MG1378	MG1447	MG1447	0.8448	0.0000	0.1552	0.1552	Third_degree
MG1378	MG1378	MG1448	MG1448	0.8450	0.0000	0.1550	0.1550	Third_degree
MG1378	MG1378	MG1449	MG1449	0.8438	0.0000	0.1562	0.1562	Third_degree
MG1378	MG1378	MG1450	MG1450	0.8396	0.0000	0.1604	0.1604	Third_degree
MG1378	MG1378	MG1451	MG1451	0.8450	0.0000	0.1550	0.1550	Third_degree
MG1378	MG1378	MG1452	MG1452	0.8451	0.0000	0.1549	0.1549	Third_degree
MG1378	MG1378	MG1453	MG1453	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1378	MG1378	MG1454	MG1454	0.8533	0.0000	0.1467	0.1467	Third_degree
MG1378	MG1378	MG1455	MG1455	0.8463	0.0000	0.1537	0.1537	Third_degree
MG1378	MG1378	MG1456	MG1456	0.8392	0.0000	0.1608	0.1608	Third_degree
MG1378	MG1378	MG1457	MG1457	0.8414	0.0000	0.1586	0.1586	Third_degree
MG1378	MG1378	MG1458	MG1458	0.8440	0.0000	0.1560	0.1560	Third_degree
MG1378	MG1378	MG1459	MG1459	0.8394	0.0000	0.1606	0.1606	Third_degree
MG1378	MG1378	MG1460	MG1460	0.8403	0.0000	0.1597	0.1597	Third_degree
MG1378	MG1378	MG1461	MG1461	0.8472	0.0000	0.1528	0.1528	Third_degree
MG1379	MG1379	MG1380	MG1380	0.8307	0.0000	0.1693	0.1693	Third_degree
MG1379	MG1379	MG1381	MG1381	0.8313	0.0000	0.1687	0.1687	Third_degree
MG1379	MG1379	MG1382	MG1382	0.8251	0.0000	0.1749	0.1749	Third_degree
MG1379	MG1379	MG1383	MG1383	0.8314	0.0000	0.1686	0.1686	Third_degree
MG1379	MG1379	MG1384	MG1384	0.8249	0.0000	0.1751	0.1751	Third_degree
MG1379	MG1379	MG1385	MG1385	0.8302	0.0000	0.1698	0.1698	Third_degree
MG1379	MG1379	MG1388	MG1388	0.8291	0.0000	0.1709	0.1709	Third_degree
MG1379	MG1379	MG1389	MG1389	0.8299	0.0000	0.1701	0.1701	Third_degree
MG1379	MG1379	MG1390	MG1390	0.8322	0.0000	0.1678	0.1678	Third_degree
MG1379	MG1379	MG1391	MG1391	0.8323	0.0000	0.1677	0.1677	Third_degree
MG1379	MG1379	MG1392	MG1392	0.8270	0.0000	0.1730	0.1730	Third_degree
MG1379	MG1379	MG1393	MG1393	0.8306	0.0000	0.1694	0.1694	Third_degree
MG1379	MG1379	MG1394	MG1394	0.8465	0.0000	0.1535	0.1535	Third_degree
MG1379	MG1379	MG1395	MG1395	0.8330	0.0000	0.1670	0.1670	Third_degree
MG1379	MG1379	MG1397	MG1397	0.8326	0.0000	0.1674	0.1674	Third_degree
MG1379	MG1379	MG1398	MG1398	0.8323	0.0000	0.1677	0.1677	Third_degree
MG1379	MG1379	MG1399	MG1399	0.8261	0.0000	0.1739	0.1739	Third_degree
MG1379	MG1379	MG1401	MG1401	0.8219	0.0000	0.1781	0.1781	Second_degree
MG1379	MG1379	MG1402	MG1402	0.8274	0.0000	0.1726	0.1726	Third_degree
MG1379	MG1379	MG1403	MG1403	0.8286	0.0000	0.1714	0.1714	Third_degree
MG1379	MG1379	MG1404	MG1404	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1379	MG1379	MG1405	MG1405	0.8250	0.0000	0.1750	0.1750	Third_degree
MG1379	MG1379	MG1406	MG1406	0.8290	0.0000	0.1710	0.1710	Third_degree
MG1379	MG1379	MG1407	MG1407	0.8241	0.0000	0.1759	0.1759	Third_degree
MG1379	MG1379	MG1408	MG1408	0.8320	0.0000	0.1680	0.1680	Third_degree
MG1379	MG1379	MG1409	MG1409	0.8255	0.0000	0.1745	0.1745	Third_degree
MG1379	MG1379	MG1410	MG1410	0.8389	0.0000	0.1611	0.1611	Third_degree
MG1379	MG1379	MG1411	MG1411	0.8229	0.0000	0.1771	0.1771	Second_degree
MG1379	MG1379	MG1412	MG1412	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1379	MG1379	MG1413	MG1413	0.8332	0.0000	0.1668	0.1668	Third_degree
MG1379	MG1379	MG1414	MG1414	0.8314	0.0000	0.1686	0.1686	Third_degree
MG1379	MG1379	MG1415	MG1415	0.8198	0.0000	0.1802	0.1802	Second_degree
MG1379	MG1379	MG1416	MG1416	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1379	MG1379	MG1417	MG1417	0.8212	0.0000	0.1788	0.1788	Second_degree
MG1379	MG1379	MG1418	MG1418	0.8317	0.0000	0.1683	0.1683	Third_degree
MG1379	MG1379	MG1419	MG1419	0.8333	0.0000	0.1667	0.1667	Third_degree
MG1379	MG1379	MG1420	MG1420	0.8263	0.0000	0.1737	0.1737	Third_degree
MG1379	MG1379	MG1421	MG1421	0.8309	0.0000	0.1691	0.1691	Third_degree
MG1379	MG1379	MG1422	MG1422	0.8232	0.0000	0.1768	0.1768	Third_degree
MG1379	MG1379	MG1423	MG1423	0.8274	0.0000	0.1726	0.1726	Third_degree
MG1379	MG1379	MG1424	MG1424	0.8291	0.0000	0.1709	0.1709	Third_degree
MG1379	MG1379	MG1425	MG1425	0.8232	0.0000	0.1768	0.1768	Third_degree
MG1379	MG1379	MG1426	MG1426	0.8290	0.0000	0.1710	0.1710	Third_degree
MG1379	MG1379	MG1427	MG1427	0.8311	0.0000	0.1689	0.1689	Third_degree
MG1379	MG1379	MG1428	MG1428	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1379	MG1379	MG1429	MG1429	0.8323	0.0000	0.1677	0.1677	Third_degree
MG1379	MG1379	MG1430	MG1430	0.8368	0.0000	0.1632	0.1632	Third_degree
MG1379	MG1379	MG1431	MG1431	0.8340	0.0000	0.1660	0.1660	Third_degree
MG1379	MG1379	MG1432	MG1432	0.8334	0.0000	0.1666	0.1666	Third_degree
MG1379	MG1379	MG1433	MG1433	0.8340	0.0000	0.1660	0.1660	Third_degree
MG1379	MG1379	MG1434	MG1434	0.8310	0.0000	0.1690	0.1690	Third_degree
MG1379	MG1379	MG1435	MG1435	0.8326	0.0000	0.1674	0.1674	Third_degree
MG1379	MG1379	MG1436	MG1436	0.8257	0.0000	0.1743	0.1743	Third_degree
MG1379	MG1379	MG1437	MG1437	0.8280	0.0000	0.1720	0.1720	Third_degree
MG1379	MG1379	MG1438	MG1438	0.8280	0.0000	0.1720	0.1720	Third_degree
MG1379	MG1379	MG1439	MG1439	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1379	MG1379	MG1440	MG1440	0.8318	0.0000	0.1682	0.1682	Third_degree
MG1379	MG1379	MG1441	MG1441	0.8247	0.0000	0.1753	0.1753	Third_degree
MG1379	MG1379	MG1442	MG1442	0.8319	0.0000	0.1681	0.1681	Third_degree
MG1379	MG1379	MG1443	MG1443	0.8496	0.0000	0.1504	0.1504	Third_degree
MG1379	MG1379	MG1444	MG1444	0.8297	0.0000	0.1703	0.1703	Third_degree
MG1379	MG1379	MG1445	MG1445	0.8299	0.0000	0.1701	0.1701	Third_degree
MG1379	MG1379	MG1446	MG1446	0.8279	0.0000	0.1721	0.1721	Third_degree
MG1379	MG1379	MG1447	MG1447	0.8225	0.0000	0.1775	0.1775	Second_degree
MG1379	MG1379	MG1448	MG1448	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1379	MG1379	MG1449	MG1449	0.8310	0.0000	0.1690	0.1690	Third_degree
MG1379	MG1379	MG1450	MG1450	0.8346	0.0000	0.1654	0.1654	Third_degree
MG1379	MG1379	MG1451	MG1451	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1379	MG1379	MG1452	MG1452	0.8282	0.0000	0.1718	0.1718	Third_degree
MG1379	MG1379	MG1453	MG1453	0.8311	0.0000	0.1689	0.1689	Third_degree
MG1379	MG1379	MG1454	MG1454	0.8310	0.0000	0.1690	0.1690	Third_degree
MG1379	MG1379	MG1455	MG1455	0.8313	0.0000	0.1687	0.1687	Third_degree
MG1379	MG1379	MG1456	MG1456	0.8254	0.0000	0.1746	0.1746	Third_degree
MG1379	MG1379	MG1457	MG1457	0.8281	0.0000	0.1719	0.1719	Third_degree
MG1379	MG1379	MG1458	MG1458	0.8306	0.0000	0.1694	0.1694	Third_degree
MG1379	MG1379	MG1459	MG1459	0.8322	0.0000	0.1678	0.1678	Third_degree
MG1379	MG1379	MG1460	MG1460	0.8308	0.0000	0.1692	0.1692	Third_degree
MG1379	MG1379	MG1461	MG1461	0.8316	0.0000	0.1684	0.1684	Third_degree
MG1380	MG1380	MG1381	MG1381	0.8365	0.0000	0.1635	0.1635	Third_degree
MG1380	MG1380	MG1382	MG1382	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1380	MG1380	MG1383	MG1383	0.8323	0.0000	0.1677	0.1677	Third_degree
MG1380	MG1380	MG1384	MG1384	0.8296	0.0000	0.1704	0.1704	Third_degree
MG1380	MG1380	MG1385	MG1385	0.8221	0.0000	0.1779	0.1779	Second_degree
MG1380	MG1380	MG1388	MG1388	0.8334	0.0000	0.1666	0.1666	Third_degree
MG1380	MG1380	MG1389	MG1389	0.8271	0.0000	0.1729	0.1729	Third_degree
MG1380	MG1380	MG1390	MG1390	0.8333	0.0000	0.1667	0.1667	Third_degree
MG1380	MG1380	MG1391	MG1391	0.8347	0.0000	0.1653	0.1653	Third_degree
MG1380	MG1380	MG1392	MG1392	0.8303	0.0000	0.1697	0.1697	Third_degree
MG1380	MG1380	MG1393	MG1393	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1380	MG1380	MG1394	MG1394	0.8517	0.0000	0.1483	0.1483	Third_degree
MG1380	MG1380	MG1395	MG1395	0.8373	0.0000	0.1627	0.1627	Third_degree
MG1380	MG1380	MG1397	MG1397	0.8462	0.0000	0.1538	0.1538	Third_degree
MG1380	MG1380	MG1398	MG1398	0.8291	0.0000	0.1709	0.1709	Third_degree
MG1380	MG1380	MG1399	MG1399	0.8290	0.0000	0.1710	0.1710	Third_degree
MG1380	MG1380	MG1401	MG1401	0.8288	0.0000	0.1712	0.1712	Third_degree
MG1380	MG1380	MG1402	MG1402	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1380	MG1380	MG1403	MG1403	0.8372	0.0000	0.1628	0.1628	Third_degree
MG1380	MG1380	MG1404	MG1404	0.8446	0.0000	0.1554	0.1554	Third_degree
MG1380	MG1380	MG1405	MG1405	0.8345	0.0000	0.1655	0.1655	Third_degree
MG1380	MG1380	MG1406	MG1406	0.8377	0.0000	0.1623	0.1623	Third_degree
MG1380	MG1380	MG1407	MG1407	0.8350	0.0000	0.1650	0.1650	Third_degree
MG1380	MG1380	MG1408	MG1408	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1380	MG1380	MG1409	MG1409	0.8277	0.0000	0.1723	0.1723	Third_degree
MG1380	MG1380	MG1410	MG1410	0.8359	0.0000	0.1641	0.1641	Third_degree
MG1380	MG1380	MG1411	MG1411	0.8397	0.0000	0.1603	0.1603	Third_degree
MG1380	MG1380	MG1412	MG1412	0.8414	0.0000	0.1586	0.1586	Third_degree
MG1380	MG1380	MG1413	MG1413	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1380	MG1380	MG1414	MG1414	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1380	MG1380	MG1415	MG1415	0.8295	0.0000	0.1705	0.1705	Third_degree
MG1380	MG1380	MG1416	MG1416	0.8500	0.0000	0.1500	0.1500	Third_degree
MG1380	MG1380	MG1417	MG1417	0.8323	0.0000	0.1677	0.1677	Third_degree
MG1380	MG1380	MG1418	MG1418	0.8422	0.0000	0.1578	0.1578	Third_degree
MG1380	MG1380	MG1419	MG1419	0.8396	0.0000	0.1604	0.1604	Third_degree
MG1380	MG1380	MG1420	MG1420	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1380	MG1380	MG1421	MG1421	0.8408	0.0000	0.1592	0.1592	Third_degree
MG1380	MG1380	MG1422	MG1422	0.8295	0.0000	0.1705	0.1705	Third_degree
MG1380	MG1380	MG1423	MG1423	0.8304	0.0000	0.1696	0.1696	Third_degree
MG1380	MG1380	MG1424	MG1424	0.8332	0.0000	0.1668	0.1668	Third_degree
MG1380	MG1380	MG1425	MG1425	0.8349	0.0000	0.1651	0.1651	Third_degree
MG1380	MG1380	MG1426	MG1426	0.8336	0.0000	0.1664	0.1664	Third_degree
MG1380	MG1380	MG1427	MG1427	0.8314	0.0000	0.1686	0.1686	Third_degree
MG1380	MG1380	MG1428	MG1428	0.8389	0.0000	0.1611	0.1611	Third_degree
MG1380	MG1380	MG1429	MG1429	0.8385	0.0000	0.1615	0.1615	Third_degree
MG1380	MG1380	MG1430	MG1430	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1380	MG1380	MG1431	MG1431	0.8413	0.0000	0.1587	0.1587	Third_degree
MG1380	MG1380	MG1432	MG1432	0.8366	0.0000	0.1634	0.1634	Third_degree
MG1380	MG1380	MG1433	MG1433	0.8456	0.0000	0.1544	0.1544	Third_degree
MG1380	MG1380	MG1434	MG1434	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1380	MG1380	MG1435	MG1435	0.8405	0.0000	0.1595	0.1595	Third_degree
MG1380	MG1380	MG1436	MG1436	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1380	MG1380	MG1437	MG1437	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1380	MG1380	MG1438	MG1438	0.8277	0.0000	0.1723	0.1723	Third_degree
MG1380	MG1380	MG1439	MG1439	0.8430	0.0000	0.1570	0.1570	Third_degree
MG1380	MG1380	MG1440	MG1440	0.8400	0.0000	0.1600	0.1600	Third_degree
MG1380	MG1380	MG1441	MG1441	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1380	MG1380	MG1442	MG1442	0.8320	0.0000	0.1680	0.1680	Third_degree
MG1380	MG1380	MG1443	MG1443	0.8616	0.0000	0.1384	0.1384	Third_degree
MG1380	MG1380	MG1444	MG1444	0.8355	0.0000	0.1645	0.1645	Third_degree
MG1380	MG1380	MG1445	MG1445	0.8306	0.0000	0.1694	0.1694	Third_degree
MG1380	MG1380	MG1446	MG1446	0.8279	0.0000	0.1721	0.1721	Third_degree
MG1380	MG1380	MG1447	MG1447	0.8361	0.0000	0.1639	0.1639	Third_degree
MG1380	MG1380	MG1448	MG1448	0.8386	0.0000	0.1614	0.1614	Third_degree
MG1380	MG1380	MG1449	MG1449	0.8325	0.0000	0.1675	0.1675	Third_degree
MG1380	MG1380	MG1450	MG1450	0.8385	0.0000	0.1615	0.1615	Third_degree
MG1380	MG1380	MG1451	MG1451	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1380	MG1380	MG1452	MG1452	0.8359	0.0000	0.1641	0.1641	Third_degree
MG1380	MG1380	MG1453	MG1453	0.8346	0.0000	0.1654	0.1654	Third_degree
MG1380	MG1380	MG1454	MG1454	0.8358	0.0000	0.1642	0.1642	Third_degree
MG1380	MG1380	MG1455	MG1455	0.8418	0.0000	0.1582	0.1582	Third_degree
MG1380	MG1380	MG1456	MG1456	0.8344	0.0000	0.1656	0.1656	Third_degree
MG1380	MG1380	MG1457	MG1457	0.8348	0.0000	0.1652	0.1652	Third_degree
MG1380	MG1380	MG1458	MG1458	0.8332	0.0000	0.1668	0.1668	Third_degree
MG1380	MG1380	MG1459	MG1459	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1380	MG1380	MG1460	MG1460	0.8325	0.0000	0.1675	0.1675	Third_degree
MG1380	MG1380	MG1461	MG1461	0.8380	0.0000	0.1620	0.1620	Third_degree
MG1381	MG1381	MG1382	MG1382	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1381	MG1381	MG1383	MG1383	0.8254	0.0000	0.1746	0.1746	Third_degree
MG1381	MG1381	MG1384	MG1384	0.8285	0.0000	0.1715	0.1715	Third_degree
MG1381	MG1381	MG1385	MG1385	0.8330	0.0000	0.1670	0.1670	Third_degree
MG1381	MG1381	MG1388	MG1388	0.8344	0.0000	0.1656	0.1656	Third_degree
MG1381	MG1381	MG1389	MG1389	0.8372	0.0000	0.1628	0.1628	Third_degree
MG1381	MG1381	MG1390	MG1390	0.8430	0.0000	0.1570	0.1570	Third_degree
MG1381	MG1381	MG1391	MG1391	0.8394	0.0000	0.1606	0.1606	Third_degree
MG1381	MG1381	MG1392	MG1392	0.8328	0.0000	0.1672	0.1672	Third_degree
MG1381	MG1381	MG1393	MG1393	0.8345	0.0000	0.1655	0.1655	Third_degree
MG1381	MG1381	MG1394	MG1394	0.8479	0.0000	0.1521	0.1521	Third_degree
MG1381	MG1381	MG1395	MG1395	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1381	MG1381	MG1396	MG1396	0.8617	0.0000	0.1383	0.1383	Third_degree
MG1381	MG1381	MG1397	MG1397	0.8419	0.0000	0.1581	0.1581	Third_degree
MG1381	MG1381	MG1398	MG1398	0.8384	0.0000	0.1616	0.1616	Third_degree
MG1381	MG1381	MG1399	MG1399	0.8331	0.0000	0.1669	0.1669	Third_degree
MG1381	MG1381	MG1401	MG1401	0.8311	0.0000	0.1689	0.1689	Third_degree
MG1381	MG1381	MG1402	MG1402	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1381	MG1381	MG1403	MG1403	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1381	MG1381	MG1404	MG1404	0.8430	0.0000	0.1570	0.1570	Third_degree
MG1381	MG1381	MG1405	MG1405	0.8321	0.0000	0.1679	0.1679	Third_degree
MG1381	MG1381	MG1406	MG1406	0.8389	0.0000	0.1611	0.1611	Third_degree
MG1381	MG1381	MG1407	MG1407	0.8338	0.0000	0.1662	0.1662	Third_degree
MG1381	MG1381	MG1408	MG1408	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1381	MG1381	MG1409	MG1409	0.8414	0.0000	0.1586	0.1586	Third_degree
MG1381	MG1381	MG1410	MG1410	0.8419	0.0000	0.1581	0.1581	Third_degree
MG1381	MG1381	MG1411	MG1411	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1381	MG1381	MG1412	MG1412	0.8310	0.0000	0.1690	0.1690	Third_degree
MG1381	MG1381	MG1413	MG1413	0.8385	0.0000	0.1615	0.1615	Third_degree
MG1381	MG1381	MG1414	MG1414	0.8342	0.0000	0.1658	0.1658	Third_degree
MG1381	MG1381	MG1415	MG1415	0.8337	0.0000	0.1663	0.1663	Third_degree
MG1381	MG1381	MG1416	MG1416	0.8524	0.0000	0.1476	0.1476	Third_degree
MG1381	MG1381	MG1417	MG1417	0.8366	0.0000	0.1634	0.1634	Third_degree
MG1381	MG1381	MG1418	MG1418	0.8349	0.0000	0.1651	0.1651	Third_degree
MG1381	MG1381	MG1419	MG1419	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1381	MG1381	MG1420	MG1420	0.8307	0.0000	0.1693	0.1693	Third_degree
MG1381	MG1381	MG1421	MG1421	0.8392	0.0000	0.1608	0.1608	Third_degree
MG1381	MG1381	MG1422	MG1422	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1381	MG1381	MG1423	MG1423	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1381	MG1381	MG1424	MG1424	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1381	MG1381	MG1425	MG1425	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1381	MG1381	MG1426	MG1426	0.8376	0.0000	0.1624	0.1624	Third_degree
MG1381	MG1381	MG1427	MG1427	0.8368	0.0000	0.1632	0.1632	Third_degree
MG1381	MG1381	MG1428	MG1428	0.8389	0.0000	0.1611	0.1611	Third_degree
